plz2,installed,lon,lat
01,18363.804292284858,13.795872522557186,51.14964845373001
02,7135.2571168863515,14.600535805075516,51.25824577222211
03,8414.892039474267,14.17031098433018,51.728917084636656
04,20200.151842909192,12.813102703680713,51.35544032272232
06,35489.77709876777,11.90861732007109,51.56549337730004
07,7608.875703724571,11.727384461313587,50.71896112933587
08,7859.170294058294,12.417139137158992,50.547934827299024
09,15687.251102717024,13.076180471966474,50.80171176170197
10,8073.330637969003,13.413742378770557,52.509831439754784
12,10783.079856497132,13.527734242738246,52.43290903616339
13,6910.948876573861,13.337596057871453,52.580704690977875
14,9270.450343362458,12.778385041314664,52.33688520345148
15,8916.00324415766,14.001956611933768,52.23004936436999
16,10229.117919666434,13.159799606857487,52.96174687596696
17,10533.95987477218,13.350757212898824,53.588803208998605
18,10725.706740695634,12.577528302884424,54.1186228000164
19,6769.416778657232,11.514313543911642,53.41707711630853
20,1144.1218997323942,10.002964570596632,53.54690956004902
21,8657.570614906826,9.881792951686059,53.44402885154586
22,6462.651386525298,10.139679472202841,53.63752339057312
23,6016.901165942849,10.833519922960713,53.9492952868362
24,25303.36764674247,9.83673618331632,54.36079041021683
25,20010.107171214884,9.181764916446372,54.23984965428902
26,16155.959794130513,7.7503156703270495,53.30970105127494
27,7506.961510396891,8.957937393908528,53.16934091397731
28,6894.63496199615,8.848018324577792,53.087657743756786
29,5509.569879039508,10.405461812308955,52.87813204551491
30,7537.649028862133,9.709746364846836,52.4137550506266
31,12460.177683410808,9.55736636863779,52.30459632860745
32,8856.2915428838,8.82577976306603,52.16651941319942
33,14481.227250320728,8.635474906812666,51.80179202828902
34,16198.75977639372,9.256830525947754,51.272170437791296
35,14803.15724565007,8.666963043169087,50.729836773589405
36,9389.245851963193,9.70763954181938,50.68750060579954
37,8468.175189457688,9.954293309061294,51.56778841073622
38,11461.217683044346,10.694446896529913,52.165966686513535
39,12368.062785022179,11.67289747160112,52.366988220725375
40,10077.944624206923,6.844609205131512,51.236342237420935
41,10688.447688380393,6.425505337918468,51.15790124144009
42,8840.788394032304,7.159307833308511,51.21304416523969
44,16117.89947132083,7.379175794198944,51.52076607699288
45,16082.601108285302,7.12443943943389,51.55513343937312
46,12539.028684511022,6.712302759401956,51.735653450403156
47,14623.985852700802,6.396185506846918,51.53274883860373
48,17000.53127859448,7.396752342354057,52.08922589793317
49,23361.59238495698,7.825504461092197,52.55961695575211
50,7298.683200533192,6.766023528740053,50.9188909249377
51,6497.359914562571,7.399649095983521,50.97038558848512
52,8961.852873221262,6.301600684222839,50.817224336451524
53,10812.988318333095,6.9647427737577745,50.60027979375554
54,19512.915717649095,6.6577503307693595,49.96573920734662
55,19094.466338440718,7.697497186933516,49.84361772249628
56,21175.68783990784,7.511642266155666,50.30863806673562
57,6783.251730759384,8.037284470519094,50.939894248337154
58,6925.800510287397,7.631172919503616,51.301907390675574
59,12246.46218777061,8.116836526914852,51.53124661542117
60,7198.380395149067,8.66204824373357,50.12020507131073
61,3788.479885733168,8.656623911867394,50.29518375228513
63,20919.89662016465,9.145859151233525,50.09419118565938
64,11531.869235425995,8.784020462152643,49.77305506988982
65,13089.981209490628,8.182719398383478,50.19258666755571
66,25857.229744287317,7.162857198498747,49.36209232828148
67,32085.6467337823,8.031862897842942,49.51039816617405
68,14185.771332865697,8.5189774482294,49.474118259136176
69,10172.078312137834,8.834945076727694,49.45332887051767
70,9340.92988627164,9.174020656878781,48.7674659991014
71,22052.887232257788,9.165706161018647,48.840669661360096
72,27635.66273594753,8.981552937087663,48.391360593874886
73,28559.69149510107,9.85978897180518,48.79264965965241
74,34148.85440192681,9.48851904462895,49.23898771588164
75,11574.176655924777,8.710905512006942,48.88516562756904
76,22317.168881726684,8.274168085063906,49.025347895761406
77,10387.929641112898,8.039332440788016,48.44764415507094
78,21959.727884936277,8.645325358942074,47.99690369934115
79,29356.426632904462,7.9670725742337005,47.85942866997234
80,9364.192373237316,11.539898238301523,48.18340290883125
81,10333.355565895012,11.553106779590605,48.12987782693259
82,17276.623831434794,11.230103308522459,47.834512731468486
83,22295.73120818418,12.240171503009883,47.81450451846003
84,47139.64479966123,12.416829931129724,48.44831707896643
85,36019.78114494802,11.603134914943649,48.467444032563975
86,68551.02016361112,10.839599589508031,48.41088757525995
87,28950.88070585799,10.39586261356664,47.75129568937258
88,27233.98750912613,9.650871266741753,47.910239645871876
89,35789.58212140371,10.107669682423596,48.46495550984935
90,18528.615425863918,11.05589001232851,49.422297003484864
91,52175.571324304095,10.862810567918299,49.388447601452754
92,20635.972531553263,11.953014050970358,49.44409429198642
93,25427.200111786096,12.268191820527,49.08016236777953
94,44203.40640755285,13.098264388647115,48.770203195767586
95,23690.832343078364,11.86037973109198,50.05739419404885
96,22316.75549525628,11.008134181873174,50.11165800878088
97,49638.78929239263,10.004370009085088,49.95099001572257
98,2677.2982523320693,10.66567190044682,50.55597071168021
99,13701.094845598636,10.826534286508434,51.101548423612726
