plz2,installed,lon,lat
01,14739.495786318195,13.795872522557186,51.14964845373001
02,4222.342345197172,14.600535805075516,51.25824577222211
03,6299.374147986484,14.17031098433018,51.728917084636656
04,7788.371779815238,12.813102703680713,51.35544032272232
06,31737.161538856253,11.90861732007109,51.56549337730004
07,5076.910119649755,11.727384461313587,50.71896112933587
08,2360.551895904234,12.417139137158992,50.547934827299024
09,6846.242110539484,13.076180471966474,50.80171176170197
10,0.0,13.413742378770557,52.509831439754784
12,0.0,13.527734242738246,52.43290903616339
13,1346.4594748967877,13.337596057871453,52.580704690977875
14,6162.997628706422,12.778385041314664,52.33688520345148
15,7362.027924439757,14.001956611933768,52.23004936436999
16,8768.66879165879,13.159799606857487,52.96174687596696
17,13578.481583390323,13.350757212898824,53.588803208998605
18,10816.817342152732,12.577528302884424,54.1186228000164
19,7443.416008286989,11.514313543911642,53.41707711630853
20,0.0,10.002964570596632,53.54690956004902
21,22953.0990170289,9.881792951686059,53.44402885154586
22,537.304678992966,10.139679472202841,53.63752339057312
23,13580.47037447241,10.833519922960713,53.9492952868362
24,33612.37044242963,9.83673618331632,54.36079041021683
25,101619.9801971591,9.181764916446372,54.23984965428902
26,51883.592869802545,7.7503156703270495,53.30970105127494
27,34473.59504765662,8.957937393908528,53.16934091397731
28,8689.29902798504,8.848018324577792,53.087657743756786
29,16176.429317721679,10.405461812308955,52.87813204551491
30,2104.9441775378336,9.709746364846836,52.4137550506266
31,17811.625592480443,9.55736636863779,52.30459632860745
32,3876.326183455844,8.82577976306603,52.16651941319942
33,11680.364769489968,8.635474906812666,51.80179202828902
34,10748.93569546612,9.256830525947754,51.272170437791296
35,12447.253376887295,8.666963043169087,50.729836773589405
36,9237.84845678404,9.70763954181938,50.68750060579954
37,6847.902181941851,9.954293309061294,51.56778841073622
38,18251.29383613442,10.694446896529913,52.165966686513535
39,22255.268738379506,11.67289747160112,52.366988220725375
40,1096.2992965690978,6.844609205131512,51.236342237420935
41,6463.542942785595,6.425505337918468,51.15790124144009
42,633.351242341109,7.159307833308511,51.21304416523969
44,1658.299719750092,7.379175794198944,51.52076607699288
45,8138.816023603382,7.12443943943389,51.55513343937312
46,5164.124089292447,6.712302759401956,51.735653450403156
47,7638.292004300273,6.396185506846918,51.53274883860373
48,19037.89351058932,7.396752342354057,52.08922589793317
49,18495.388166535216,7.825504461092197,52.55961695575211
50,3803.9750411861705,6.766023528740053,50.9188909249377
51,230.39029130707232,7.399649095983521,50.97038558848512
52,12252.684469950407,6.301600684222839,50.817224336451524
53,3603.5299845438817,6.9647427737577745,50.60027979375554
54,22674.447525192543,6.6577503307693595,49.96573920734662
55,27060.13750764011,7.697497186933516,49.84361772249628
56,19035.996413112283,7.511642266155666,50.30863806673562
57,2746.5010287608934,8.037284470519094,50.939894248337154
58,1190.6596351951257,7.631172919503616,51.301907390675574
59,7712.633951462436,8.116836526914852,51.53124661542117
60,0.101325691304661,8.66204824373357,50.12020507131073
61,2024.2049832595508,8.656623911867394,50.29518375228513
63,3309.411787854868,9.145859151233525,50.09419118565938
64,1889.4532698161515,8.784020462152643,49.77305506988982
65,2549.7558706616755,8.182719398383478,50.19258666755571
66,18959.90833642967,7.162857198498747,49.36209232828148
67,38946.5116215247,8.031862897842942,49.51039816617405
68,0.973122167147038,8.5189774482294,49.474118259136176
69,955.5470394913563,8.834945076727694,49.45332887051767
70,24.781370638150577,9.174020656878781,48.7674659991014
71,143.84517117881424,9.165706161018647,48.840669661360096
72,1221.9064355079045,8.981552937087663,48.391360593874886
73,13913.534758958162,9.85978897180518,48.79264965965241
74,9923.814139388152,9.48851904462895,49.23898771588164
75,998.9468128476374,8.710905512006942,48.88516562756904
76,4529.161639240813,8.274168085063906,49.025347895761406
77,2590.888965131881,8.039332440788016,48.44764415507094
78,1977.8241936804525,8.645325358942074,47.99690369934115
79,2509.347157799099,7.9670725742337005,47.85942866997234
80,312.3502999123366,11.539898238301523,48.18340290883125
81,0.0,11.553106779590605,48.12987782693259
82,479.81804929781583,11.230103308522459,47.834512731468486
83,107.42306539465426,12.240171503009883,47.81450451846003
84,801.5094486421083,12.416829931129724,48.44831707896643
85,2816.1053978157875,11.603134914943649,48.467444032563975
86,2456.9542888910432,10.839599589508031,48.41088757525995
87,2022.7607658115019,10.39586261356664,47.75129568937258
88,435.4485821173869,9.650871266741753,47.910239645871876
89,4645.763447147742,10.107669682423596,48.46495550984935
90,3215.6278945123727,11.05589001232851,49.422297003484864
91,12049.293433285387,10.862810567918299,49.388447601452754
92,3687.5991883246948,11.953014050970358,49.44409429198642
93,545.5251571472791,12.268191820527,49.08016236777953
94,137.194864877496,13.098264388647115,48.770203195767586
95,11576.186888345266,11.86037973109198,50.05739419404885
96,4915.862027524401,11.008134181873174,50.11165800878088
97,21995.464607116366,10.004370009085088,49.95099001572257
98,367.8948654455834,10.66567190044682,50.55597071168021
99,14544.386186244941,10.826534286508434,51.101548423612726
